OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,SampleID,CountReads,BOLDalt
OTU507,US,1.0000,BOLD:ACJ3708.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4673,45,BOLD:ACJ3708
OTU512,US,0.0000,None,Animalia,Arthropoda,Arachnida,Trombidiformes,NA,NA,NA,pomp.4673,37,None
OTU516,US,1.0000,None,Animalia,Arthropoda,Insecta,Thysanoptera,NA,NA,NA,pomp.4673,3,None
OTU531,US,0.3056,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4673,59,None
OTU552,US,0.0000,BOLD:ACX9743.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4673,4,BOLD:ACX9743
OTU555,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4673,86,None
OTU564,US,0.0000,BOLD:AAU8588.1,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4673,49,BOLD:AAU8588
OTU574,US,1.0000,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4673,112,None
OTU594,US,0.0000,BOLD:AAV5371.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4673,7,BOLD:AAV5371
OTU616,US,1.0000,None,Animalia,Arthropoda,Arachnida,Scorpiones,NA,NA,NA,pomp.4673,37,None
OTU620,US,0.3081,BOLD:ACA3067.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4673,40,BOLD:ACA3067
OTU647,US,1.0000,BOLD:ACB3344.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4673,35,BOLD:ACB3344
OTU648,US,0.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4673,26,None
OTU661,US,0.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4673,86,None
OTU682,GS,100.0,BOLD:AAD1986.2,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Xysticus,Xysticus ferox,pomp.4673,387,BOLD:AAD1986
OTU695,GS,99.4,BOLD:AAC1302.2,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Prenolepis,Prenolepis imparis,pomp.4673,13,BOLD:AAC1302
OTU698,US,0.0000,None,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,pomp.4673,65,None
OTU707,US,1.0000,None,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4673,34,None
OTU714,US,0.0000,BOLD:ABW7966.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4673,43,BOLD:ABW7966
OTU719,US,0.2833,BOLD:ACB3721.2,Animalia,Arthropoda,Insecta,Ephemeroptera,NA,NA,NA,pomp.4673,4,BOLD:ACB3721
OTU725,US,0.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4673,64,None
OTU738,US,0.2887,BOLD:ACN3696.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4673,74,BOLD:ACN3696
OTU746,US,0.2887,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4673,6,None
OTU754,US,0.1429,BOLD:ACB2438.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4673,39,BOLD:ACB2438
OTU759,US,0.3913,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4673,111,None
OTU778,US,1.0000,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4673,55,None
OTU795,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4673,55,None
OTU808,US,0.0000,BOLD:ADB0434.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4673,33,BOLD:ADB0434
OTU814,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4673,10,None
OTU816,US,0.3081,None,Animalia,Arthropoda,Insecta,Ephemeroptera,NA,NA,NA,pomp.4673,45,None
OTU824,US,1.0000,BOLD:ACR5201.1,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4673,46,BOLD:ACR5201
OTU826,US,0.9881,BOLD:ACP1442.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4673,59,BOLD:ACP1442
OTU874,US,1.0000,BOLD:AAN9133.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4673,53,BOLD:AAN9133
OTU878,US,0.9881,BOLD:AAY5839.2,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4673,42,BOLD:AAY5839
OTU879,US,0.0000,BOLD:AAV6146.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4673,23,BOLD:AAV6146
OTU888,US,0.1429,BOLD:ACW6812.1,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,pomp.4673,49,BOLD:ACW6812
OTU889,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4673,51,None
OTU941,US,0.0000,BOLD:ABX8646.2,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4673,16,BOLD:ABX8646
OTU953,US,0.0000,BOLD:ACO2876.2,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4673,23,BOLD:ACO2876
OTU979,US,0.0000,BOLD:ACT8175.1,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,pomp.4673,5,BOLD:ACT8175
OTU987,US,1.0000,None,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4673,21,None
OTU990,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4673,39,None
OTU999,US,1.0000,None,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4673,32,None
OTU1007,US,0.2887,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4673,42,None
OTU1020,US,0.2887,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4673,20,None
OTU1031,US,0.9925,BOLD:AAK4727.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4673,12,BOLD:AAK4727
OTU1036,US,0.0788,BOLD:ACC4449.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4673,28,BOLD:ACC4449
OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4673,1,None
OTU1050,US,0.9881,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4673,193,None
OTU1057,US,1.0000,BOLD:AAL5775.1,Animalia,Arthropoda,Arachnida,Solifugae,NA,NA,NA,pomp.4673,2,BOLD:AAL5775
OTU1062,US,0.0000,BOLD:ABX2513.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4673,3,BOLD:ABX2513
OTU1096,US,1.0000,BOLD:AAI0363.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4673,8,BOLD:AAI0363
OTU1116,GS,100.0,BOLD:AAB1281.5,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Itoplectis,Itoplectis conquisitor,pomp.4673,20,BOLD:AAB1281
OTU1141,US,0.1429,BOLD:ACT7524.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4673,30,BOLD:ACT7524
OTU1142,US,1.0000,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4673,31,None
OTU1153,US,0.0000,BOLD:ACP6066.1,Animalia,Arthropoda,Arachnida,Sarcoptiformes,NA,NA,NA,pomp.4673,6,BOLD:ACP6066
OTU1155,US,0.9881,BOLD:AAP9854.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4673,20,BOLD:AAP9854
OTU1181,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4673,2,None
OTU1214,US,1.0000,BOLD:ABY0327.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4673,26,BOLD:ABY0327
OTU1233,US,0.9881,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4673,26,None
OTU1256,US,1.0000,BOLD:AAZ9784.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4673,1,BOLD:AAZ9784
OTU1272,US,1.0000,BOLD:ACS1821.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4673,23,BOLD:ACS1821
OTU1273,US,0.3081,BOLD:AAW0087.1,Animalia,Arthropoda,Insecta,Odonata,NA,NA,NA,pomp.4673,15,BOLD:AAW0087
OTU1320,US,1.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4673,12,None
OTU1332,US,1.0000,BOLD:ACJ6095.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4673,4,BOLD:ACJ6095
OTU1362,US,0.2259,BOLD:ABY0221.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4673,1,BOLD:ABY0221
OTU1383,US,0.0000,BOLD:AAM6055.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4673,18,BOLD:AAM6055
OTU1424,US,1.0000,BOLD:AAM7280.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4673,13,BOLD:AAM7280
OTU1425,US,0.0000,BOLD:AAD5716.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4673,8,BOLD:AAD5716
OTU1426,US,0.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4673,7,None
OTU1443,US,0.1136,BOLD:ACL6280.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4673,4,BOLD:ACL6280
OTU1472,US,0.0000,BOLD:AAC5748.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4673,14,BOLD:AAC5748
OTU1474,US,1.0000,BOLD:ACI6702.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4673,14,BOLD:ACI6702
OTU1504,US,0.9925,BOLD:ACR2693.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4673,13,BOLD:ACR2693
OTU1540,US,0.9936,BOLD:ACX5892.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4673,12,BOLD:ACX5892
OTU1589,US,0.2061,BOLD:ABA7343.1,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4673,3,BOLD:ABA7343
OTU1604,US,1.0000,BOLD:ACK1831.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4673,4,BOLD:ACK1831
OTU1717,US,0.2833,BOLD:AAM7285.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4673,7,BOLD:AAM7285
OTU1723,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4673,4,None
OTU1728,US,0.0000,BOLD:AAZ9227.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4673,3,BOLD:AAZ9227
OTU1729,US,0.2061,BOLD:ACB0830.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4673,1,BOLD:ACB0830
OTU1857,US,0.3081,BOLD:ACM9331.2,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4673,6,BOLD:ACM9331
OTU1873,US,0.1935,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,pomp.4673,4,None
OTU1904,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4673,3,None
OTU1961,US,0.0000,BOLD:AAY7516.2,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4673,1,BOLD:AAY7516
OTU2015,US,0.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4673,1,None
OTU2069,US,1.0000,BOLD:AAY7516.2,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4673,2,BOLD:AAY7516
OTU2106,GS,99.4,BOLD:AAE6611.2,Animalia,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,Armadillidium,Armadillidium vulgare,pomp.4673,1,BOLD:AAE6611
OTU2115,US,1.0000,None,Animalia,Arthropoda,Maxillopoda,Cyclopoida,NA,NA,NA,pomp.4673,1,None
OTU22,GS,100.0,BOLD:AAH4104.1,Animalia,Arthropoda,Malacostraca,Isopoda,Philosciidae,Philoscia,Philoscia muscorum,pomp.4674,1740,BOLD:AAH4104
OTU62,GS,98.9,BOLD:AAV3042.2,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Theridion,Theridion albidum,pomp.4674,323,BOLD:AAV3042
OTU112,US,0.0000,BOLD:AAE9808.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4674,55,BOLD:AAE9808
OTU180,US,0.9976,BOLD:AAZ2945.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4674,150,BOLD:AAZ2945
OTU181,US,0.9881,BOLD:ABA4438.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4674,24,BOLD:ABA4438
OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4674,157,None
OTU301,US,0.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4674,5,None
OTU334,US,0.0000,BOLD:ACJ9226.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4674,25,BOLD:ACJ9226
OTU412,GS,100.0,BOLD:AAH2774.2,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Agonum,Agonum muelleri,pomp.4674,12,BOLD:AAH2774
OTU428,US,0.0000,None,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,pomp.4674,8,None
OTU434,US,0.9881,BOLD:ACT7952.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4674,3,BOLD:ACT7952
OTU488,US,1.0000,BOLD:ACK3774.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4674,2,BOLD:ACK3774
OTU505,US,1.0000,BOLD:ACA7881.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4674,71,BOLD:ACA7881
OTU553,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4674,22,None
OTU595,GS,100.0,BOLD:AAB8714.1,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Leucauge,Leucauge venusta,pomp.4674,99,BOLD:AAB8714
OTU732,US,0.0000,BOLD:AAH4104.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4674,36,BOLD:AAH4104
OTU737,US,1.0000,BOLD:AAH0455.3,Animalia,Arthropoda,Insecta,Ephemeroptera,NA,NA,NA,pomp.4674,5,BOLD:AAH0455
OTU742,GS,97.6,BOLD:AAH4103.1,Animalia,Arthropoda,Malacostraca,Isopoda,Philosciidae,Philoscia,Philoscia muscorum,pomp.4674,14,BOLD:AAH4103
OTU754,US,0.1429,BOLD:ACB2438.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4674,2,BOLD:ACB2438
OTU816,US,0.3081,None,Animalia,Arthropoda,Insecta,Ephemeroptera,NA,NA,NA,pomp.4674,11,None
OTU820,SS,0.6300,BOLD:AAH0468.1,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Arthromacra,NA,pomp.4674,2,BOLD:AAH0468
OTU859,US,0.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4674,5,None
OTU888,US,0.1429,BOLD:ACW6812.1,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,pomp.4674,2,BOLD:ACW6812
OTU1033,SS,0.8500,BOLD:AAH0468.1,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Arthromacra,Arthromacra aenea,pomp.4674,9,BOLD:AAH0468
OTU1036,US,0.0788,BOLD:ACC4449.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4674,3,BOLD:ACC4449
OTU1050,US,0.9881,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4674,18,None
OTU1062,US,0.0000,BOLD:ABX2513.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4674,9,BOLD:ABX2513
OTU1351,US,1.0000,BOLD:ACP6066.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4674,5,BOLD:ACP6066
OTU1354,US,1.0000,BOLD:AAO4800.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4674,1,BOLD:AAO4800
OTU1794,US,0.2833,BOLD:AAF0714.2,Animalia,Arthropoda,Branchiopoda,Diplostraca,NA,NA,NA,pomp.4674,8,BOLD:AAF0714
OTU1956,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4674,1,None
OTU26,GS,99.4,BOLD:AAI9434.1,Animalia,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,Cylindroiulus punctatus,pomp.4676,772,BOLD:AAI9434
OTU57,US,0.2259,BOLD:ABX4336.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4676,59,BOLD:ABX4336
OTU112,US,0.0000,BOLD:AAE9808.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4676,770,BOLD:AAE9808
OTU160,US,0.1429,BOLD:ABA8360.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4676,354,BOLD:ABA8360
OTU177,US,1.0000,BOLD:AAK4381.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4676,63,BOLD:AAK4381
OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4676,139,None
OTU197,US,0.2833,BOLD:ACU4187.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4676,74,BOLD:ACU4187
OTU224,US,0.1935,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4676,120,None
OTU235,US,0.0000,BOLD:AAO4928.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4676,441,BOLD:AAO4928
OTU261,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4676,74,None
OTU268,US,0.0000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4676,55,None
OTU309,US,0.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4676,262,None
OTU318,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4676,315,None
OTU332,US,1.0000,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4676,102,None
OTU336,US,0.0000,BOLD:ACX5863.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4676,144,BOLD:ACX5863
OTU339,US,0.2061,BOLD:ACR2521.1,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,pomp.4676,31,BOLD:ACR2521
OTU352,US,1.0000,BOLD:ACO7366.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4676,70,BOLD:ACO7366
OTU355,US,1.0000,BOLD:AAV7436.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4676,77,BOLD:AAV7436
OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4676,1,None
OTU421,GS,100.0,BOLD:AAG5070.1,Animalia,Arthropoda,Diplopoda,Polydesmida,Paradoxosomatidae,Oxidus,Oxidus gracilis,pomp.4676,100,BOLD:AAG5070
OTU422,US,1.0000,BOLD:ACY2235.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4676,29,BOLD:ACY2235
OTU423,US,0.0000,BOLD:ACT9373.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4676,48,BOLD:ACT9373
OTU428,US,0.0000,None,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,pomp.4676,130,None
OTU430,US,0.2887,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4676,103,None
OTU473,US,0.2061,BOLD:AAZ9975.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4676,98,BOLD:AAZ9975
OTU505,US,1.0000,BOLD:ACA7881.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4676,22,BOLD:ACA7881
OTU507,US,1.0000,BOLD:ACJ3708.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4676,38,BOLD:ACJ3708
OTU536,GS,100.0,BOLD:AAB3917.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Psilocorsis,Psilocorsis quercicella,pomp.4676,46,BOLD:AAB3917
OTU552,US,0.0000,BOLD:ACX9743.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4676,3,BOLD:ACX9743
OTU553,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4676,6,None
OTU564,US,0.0000,BOLD:AAU8588.1,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,pomp.4676,78,BOLD:AAU8588
OTU594,US,0.0000,BOLD:AAV5371.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4676,18,BOLD:AAV5371
OTU596,US,0.1136,BOLD:AAI1246.1,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,pomp.4676,103,BOLD:AAI1246
OTU616,US,1.0000,None,Animalia,Arthropoda,Arachnida,Scorpiones,NA,NA,NA,pomp.4676,46,None
OTU623,GS,99.4,BOLD:AAH2376.2,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Ampedus,Ampedus nigricollis,pomp.4676,92,BOLD:AAH2376
OTU647,US,1.0000,BOLD:ACB3344.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4676,57,BOLD:ACB3344
OTU664,US,0.0000,BOLD:ACB3401.1,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,pomp.4676,26,BOLD:ACB3401
OTU668,US,0.0000,None,Animalia,Arthropoda,Arachnida,Sarcoptiformes,NA,NA,NA,pomp.4676,56,None
OTU707,US,1.0000,None,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4676,17,None
OTU719,US,0.2833,BOLD:ACB3721.2,Animalia,Arthropoda,Insecta,Ephemeroptera,NA,NA,NA,pomp.4676,50,BOLD:ACB3721
OTU737,US,1.0000,BOLD:AAH0455.3,Animalia,Arthropoda,Insecta,Ephemeroptera,NA,NA,NA,pomp.4676,18,BOLD:AAH0455
OTU744,US,1.0000,BOLD:AAJ7067.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4676,41,BOLD:AAJ7067
OTU768,US,1.0000,BOLD:AAP6860.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4676,61,BOLD:AAP6860
OTU788,US,0.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4676,61,None
OTU806,US,0.9881,BOLD:ACM7418.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4676,33,BOLD:ACM7418
OTU859,US,0.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4676,39,None
OTU896,US,0.0000,None,Animalia,Arthropoda,Arachnida,Sarcoptiformes,NA,NA,NA,pomp.4676,42,None
OTU897,US,0.0000,BOLD:ACR1032.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4676,24,BOLD:ACR1032
OTU975,US,0.2259,BOLD:AAH6089.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4676,41,BOLD:AAH6089
OTU987,US,1.0000,None,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4676,6,None
OTU1020,US,0.2887,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4676,14,None
OTU1050,US,0.9881,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4676,6,None
OTU1096,US,1.0000,BOLD:AAI0363.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4676,24,BOLD:AAI0363
OTU1170,US,0.2833,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4676,17,None
OTU1181,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4676,28,None
OTU1216,US,1.0000,BOLD:ACJ3657.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4676,22,BOLD:ACJ3657
OTU1291,US,0.1429,BOLD:ACU2589.1,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,pomp.4676,17,BOLD:ACU2589
OTU1362,US,0.2259,BOLD:ABY0221.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4676,20,BOLD:ABY0221
OTU1426,US,0.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4676,7,None
OTU1441,US,0.2833,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4676,9,None
OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4676,1,None
OTU1621,US,1.0000,None,Animalia,Arthropoda,Insecta,Ephemeroptera,NA,NA,NA,pomp.4676,10,None
OTU1662,US,0.9881,BOLD:ACC8556.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4676,2,BOLD:ACC8556
OTU1717,US,0.2833,BOLD:AAM7285.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4676,7,BOLD:AAM7285
OTU1728,US,0.0000,BOLD:AAZ9227.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,pomp.4676,5,BOLD:AAZ9227
OTU1729,US,0.2061,BOLD:ACB0830.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4676,8,BOLD:ACB0830
OTU1784,US,0.2061,BOLD:AAY5839.2,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4676,2,BOLD:AAY5839
OTU1786,US,1.0000,BOLD:ACW2077.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4676,1,BOLD:ACW2077
OTU1840,US,0.9881,BOLD:ACJ0661.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4676,4,BOLD:ACJ0661
OTU1930,US,0.2061,BOLD:AAU2282.2,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4676,5,BOLD:AAU2282
OTU1932,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4676,5,None
OTU2015,US,0.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4676,1,None
