OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,SampleID,CountReads
OTU542_suspect_mock_chimera,SS,0.7900,BOLD:ABW4215.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,pomp.4664,6
OTU731_suspect_mock_chimera,GS,100.0,BOLD:AAA4123.19,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,Neoscona arabesca,pomp.4664,19
OTU949_suspect_mock_chimera,US,1.0000,BOLD:ACT9469.1,Animalia,Arthropoda,Insecta,Megaloptera,NA,NA,NA,pomp.4664,45
OTU971_suspect_mock_chimera,GS,100.0,BOLD:AAL7361.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,NA,pomp.4664,1
OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4664,2
OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4664,1
OTU1697,US,0.2974,None,Animalia,Chordata,Reptilia,Squamata,NA,NA,NA,pomp.4664,4
OTU1843,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4664,3
OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4664,1
OTU2116,US,0.8000,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,pomp.4664,1
MockIM16_pident=100.0_OTU58,GS,100.0,BOLD:AAA0399.6,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Elophila,Elophila obliteralis,pomp.4665,119
MockIM42_pident=100.0_OTU50,GS,98.3,BOLD:AAI4346.3,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Phalangium,Phalangium opilio,pomp.4665,20
MockIM46_pident=100.0_OTU64,GS,100.0,BOLD:AAH6828.3,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Euphoria,Euphoria fulgida,pomp.4665,27
MockIM52_pident=100.0_OTU84,GS,99.4,BOLD:ABW5589.1,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,NA,NA,pomp.4665,62
OTU39,GS,100.0,BOLD:AAB7935.1,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,Eustala cepina,pomp.4665,291
OTU49_suspect_mock_chimera,GS,100.0,BOLD:AAA7035.3,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Archips,Archips argyrospila,pomp.4665,5704
OTU59,US,1.0000,BOLD:ACF7919.1,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,pomp.4665,78
OTU78_suspect_mock_chimera,GS,100.0,BOLD:AAJ9298.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Melanolophia,Melanolophia signataria,pomp.4665,171
OTU131_suspect_mock_chimera,GS,100.0,BOLD:AAB2216.1,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Neolygus,Neolygus quercalbae,pomp.4665,619
OTU137_suspect_mock_chimera,GS,100.0,BOLD:AAC4559.2,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium mediopunctatum,pomp.4665,156
OTU138,GS,99.4,BOLD:AAG2878.5,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,Gyponana extenda,pomp.4665,241
OTU144,GS,100.0,BOLD:AAI2836.1,Animalia,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,Philodromus keyserlingi,pomp.4665,228
OTU179_suspect_mock_chimera,US,0.9859,BOLD:ACJ8629.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4665,37
OTU184_suspect_mock_chimera,GS,100.0,BOLD:AAA6261.2,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena,Gretchena amatana,pomp.4665,40
OTU188_suspect_mock_variant,GS,100.0,BOLD:AAA2955.3,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Argyrotaenia,Argyrotaenia ljungiana,pomp.4665,787
OTU212_suspect_mock_variant,GS,100.0,BOLD:AAA4183.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,Aphis spiraecola,pomp.4665,587
OTU236_suspect_mock_chimera,GS,100.0,BOLD:AAN5879.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,pomp.4665,80
OTU254_suspect_mock_chimera,GS,100.0,BOLD:AAG0758.3,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,pomp.4665,108
OTU282_suspect_mock_chimera,GS,100.0,BOLD:ADC3363.3,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenacron,Stenacron interpunctatum,pomp.4665,38
OTU337_suspect_mock_chimera,GS,100.0,BOLD:ABA5863.1,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Podisus,Podisus placidus,pomp.4665,18
OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4665,3
OTU372_suspect_mock_chimera,GS,100.0,BOLD:AAC2499.1,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila suzukii,pomp.4665,52
OTU477,GS,100.0,BOLD:AAN5451.1,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,pomp.4665,19
OTU628_suspect_mock_chimera,GS,97.2,BOLD:AAG2645.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Ephemeridae,Hexagenia,Hexagenia limbata,pomp.4665,90
OTU731_suspect_mock_chimera,GS,100.0,BOLD:AAA4123.19,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,Neoscona arabesca,pomp.4665,2
OTU784_suspect_mock_chimera,GS,100.0,BOLD:AAG2017.3,Animalia,Arthropoda,Insecta,Neuroptera,Chrysopidae,Chrysopa,Chrysopa oculata,pomp.4665,34
OTU798_suspect_mock_variant,No Hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,pomp.4665,42
OTU884_suspect_mock_chimera,GS,98.9,BOLD:AAA8034.1,Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Ceraclea,Ceraclea cancellata,pomp.4665,46
OTU891_suspect_mock_chimera,GS,99.4,BOLD:AAF0376.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Acronicta,Acronicta betulae,pomp.4665,15
OTU1013_suspect_mock_chimera,GS,100.0,BOLD:AAA8726.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Orchesella,Orchesella villosa,pomp.4665,1
OTU1072_suspect_mock_chimera,GS,98.9,BOLD:AAO7614.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4665,35
OTU1116_suspect_mock_chimera,GS,100.0,BOLD:AAB1281.5,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Itoplectis,Itoplectis conquisitor,pomp.4665,6
OTU1209_suspect_mock_chimera,GS,100.0,BOLD:AAP2550.1,Animalia,Arthropoda,Insecta,Neuroptera,Sisyridae,Sisyra,NA,pomp.4665,10
OTU1369,GSL,98.3,BOLD:AAG2878.10,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,Gyponana extenda,pomp.4665,70
OTU1697,US,0.2974,None,Animalia,Chordata,Reptilia,Squamata,NA,NA,NA,pomp.4665,2
OTU1843,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4665,1
OTU1900,GS,97.2,BOLD:AAG2878.6,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,Gyponana extenda,pomp.4665,25
MockIM27_pident=100.0_OTU67,GS,98.9,BOLD:AAL8071.1,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,Cercyon praetextatus,pomp.4666,156
MockIM52_pident=100.0_OTU84,GS,99.4,BOLD:ABW5589.1,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,NA,NA,pomp.4666,84
OTU59,US,1.0000,BOLD:ACF7919.1,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,pomp.4666,20
OTU112,US,0.0000,BOLD:AAE9808.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4666,110
OTU137_suspect_mock_chimera,GS,100.0,BOLD:AAC4559.2,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium mediopunctatum,pomp.4666,82
OTU212_suspect_mock_variant,GS,100.0,BOLD:AAA4183.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,Aphis spiraecola,pomp.4666,19
OTU236_suspect_mock_chimera,GS,100.0,BOLD:AAN5879.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,pomp.4666,70
OTU262_suspect_mock_chimera,GS,97.8,BOLD:AAI1345.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,Dicranomyia (Idiopyga) halterella,pomp.4666,49
OTU263_suspect_mock_chimera,GS,100.0,BOLD:AAB1096.3,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Blastobasis,Blastobasis glandulella,pomp.4666,56
OTU302_suspect_mock_chimera,US,0.6809,BOLD:AAF0031.1,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,pomp.4666,11
OTU329_suspect_mock_chimera,GS,100.0,BOLD:ABW5810.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Euphylidorea,Euphylidorea luteola,pomp.4666,26
OTU374_suspect_mock_chimera,GS,100.0,BOLD:AAN5882.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera caliptera,pomp.4666,38
OTU456_suspect_mock_chimera,GS,97.1,BOLD:AAN0893.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Grammodes,Grammodes bifasciata,pomp.4666,34
OTU538_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,pomp.4666,27
OTU773_suspect_mock_chimera,GS,100.0,BOLD:AAC3477.1,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus carolinensis,pomp.4666,36
OTU864_suspect_mock_chimera,GS,100.0,BOLD:ACF3839.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Aphrophora,Aphrophora saratogensis,pomp.4666,46
OTU921_suspect_mock_chimera,GS,99.4,BOLD:AAB5414.1,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,Coleophora cratipennella,pomp.4666,46
OTU956_suspect_mock_chimera,GS,99.4,BOLD:ACV1559.5,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula mallochi,pomp.4666,2
OTU989_suspect_mock_chimera,US,0.0000,BOLD:ACW3302.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4666,44
OTU1103_suspect_mock_chimera,GS,98.8,BOLD:AAJ0284.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Choroterpes,Choroterpes basalis,pomp.4666,32
OTU1118_suspect_mock_chimera,GS,99.4,BOLD:AAA2634.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Euxoa,Euxoa messoria,pomp.4666,40
OTU1192_suspect_mock_chimera,US,0.9546,BOLD:ACU6892.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4666,27
OTU37_suspect_mock_chimera,GS,100.0,BOLD:AAB0001.1,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Deidamia,Deidamia inscriptum,pomp.4667,2653
OTU65_suspect_mock_chimera,GS,100.0,BOLD:AAA5695.1,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,pomp.4667,479
OTU70_suspect_mock_chimera,GS,100.0,BOLD:AAA2247.1,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Gluphisia,Gluphisia septentrionis,pomp.4667,1267
OTU150_suspect_mock_chimera,GS,100.0,BOLD:AAA7920.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenonema,Stenonema femoratum,pomp.4667,53
OTU172_suspect_mock_chimera,GS,100.0,BOLD:AAA3892.1,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche campyla,pomp.4667,393
OTU214_suspect_mock_chimera,GS,100.0,BOLD:AAB5799.4,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Dolichomia,Dolichomia olinalis,pomp.4667,57
OTU222_suspect_mock_chimera,GS,99.4,BOLD:AAB4572.1,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Sphecodina,Sphecodina abbottii,pomp.4667,32
OTU228_suspect_mock_chimera,GS,100.0,BOLD:AAA4335.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Semioscopis,Semioscopis inornata,pomp.4667,170
OTU238_suspect_mock_chimera,SS,1.0000,BOLD:AAA2383.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4667,28
OTU257_suspect_mock_chimera,GS,100.0,BOLD:AAB7030.14,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus decorus,pomp.4667,19
OTU262_suspect_mock_chimera,GS,97.8,BOLD:AAI1345.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,Dicranomyia (Idiopyga) halterella,pomp.4667,15
OTU307_suspect_mock_chimera,GS,98.9,BOLD:AAH3225.3,Animalia,Arthropoda,Insecta,Psocodea,Psocidae,Metylophorus,Metylophorus novaescotiae,pomp.4667,82
OTU342_suspect_mock_chimera,GS,100.0,BOLD:AAA8413.1,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Antheraea,Antheraea polyphemus,pomp.4667,171
OTU393_suspect_mock_chimera,GS,100.0,BOLD:AAB6549.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Digrammia,Digrammia ocellinata,pomp.4667,106
OTU475_suspect_mock_chimera,GS,99.4,BOLD:ACL8650.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma fasciapenne,pomp.4667,23
OTU494_suspect_mock_chimera,GS,99.4,BOLD:AAA2454.10,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Molossus,Molossus rufus,pomp.4667,198
OTU536_suspect_mock_variant,GS,100.0,BOLD:AAB3917.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Psilocorsis,Psilocorsis quercicella,pomp.4667,1
OTU542_suspect_mock_chimera,SS,0.7900,BOLD:ABW4215.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,pomp.4667,18
OTU578_suspect_mock_chimera,GS,98.9,BOLD:AAH2952.2,Animalia,Arthropoda,Insecta,Diptera,Rhagionidae,Chrysopilus,NA,pomp.4667,69
OTU637_suspect_mock_chimera,GS,100.0,BOLD:AAA2518.4,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Chrysoteuchia,Chrysoteuchia topiarius,pomp.4667,64
OTU711_suspect_mock_chimera,GS,99.4,BOLD:ABA9935.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Gnophomyia,Gnophomyia tristissima,pomp.4667,29
OTU782_suspect_mock_chimera,GS,99.4,BOLD:AAR3859.1,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Amphimallon,Amphimallon majale,pomp.4667,6
OTU887_suspect_mock_chimera,US,0.9967,BOLD:AAB4365.2,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4667,51
OTU891_suspect_mock_chimera,GS,99.4,BOLD:AAF0376.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Acronicta,Acronicta betulae,pomp.4667,14
OTU935_suspect_mock_chimera,GS,97.8,BOLD:AAA6260.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena,Gretchena delicatana,pomp.4667,12
OTU1166_suspect_mock_chimera,US,0.0093,BOLD:ACX3924.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4667,11
OTU1270,GS,99.4,BOLD:AAD3035.2,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Hamamelistes,Hamamelistes spinosus,pomp.4667,23
OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4667,2
OTU1773,GS,97.8,BOLD:AAI5631.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,pomp.4667,1
OTU1956,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4667,1
OTU20_suspect_mock_chimera,GS,100.0,BOLD:AAA2052.4,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,pomp.4668,867
OTU59,US,1.0000,BOLD:ACF7919.1,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,pomp.4668,32
OTU91,GS,100.0,BOLD:AAA7272.5,Animalia,Arthropoda,Arachnida,Araneae,Dictynidae,Emblyna,Emblyna sublata,pomp.4668,286
OTU121_suspect_mock_chimera,US,0.9921,BOLD:AAA2383.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4668,70
OTU129_suspect_mock_chimera,GS,99.4,BOLD:AAB7261.2,Animalia,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Eurylophella,Eurylophella poconoensis,pomp.4668,37
OTU226_suspect_mock_chimera,GS,100.0,BOLD:AAA3678.1,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,Hydropsyche morosa,pomp.4668,152
OTU238_suspect_mock_chimera,SS,1.0000,BOLD:AAA2383.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4668,52
OTU270_suspect_mock_chimera,GS,99.4,BOLD:AAC5871.1,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Hentzia,Hentzia palmarum,pomp.4668,35
OTU299_suspect_mock_chimera,GS,100.0,BOLD:AAB4783.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ennomos,Ennomos subsignaria,pomp.4668,54
OTU329_suspect_mock_chimera,GS,100.0,BOLD:ABW5810.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Euphylidorea,Euphylidorea luteola,pomp.4668,25
OTU409,GS,100.0,BOLD:AAD2111.2,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Tmarus,Tmarus angulatus,pomp.4668,8
OTU411_suspect_mock_chimera,GS,99.4,BOLD:AAA9619.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cenopis,Cenopis reticulatana,pomp.4668,192
OTU500_suspect_mock_chimera,GS,100.0,BOLD:AAB9405.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Archips,Archips grisea,pomp.4668,25
OTU753_suspect_mock_chimera,GS,100.0,BOLD:AAP8635.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,Dicranomyia (Dicranomyia) longipennis,pomp.4668,30
OTU921_suspect_mock_chimera,GS,99.4,BOLD:AAB5414.1,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,Coleophora cratipennella,pomp.4668,1
OTU960_suspect_mock_chimera,GS,99.4,BOLD:AAA9420.3,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Pelochrista,Pelochrista derelicta,pomp.4668,42
OTU996_suspect_mock_chimera,GS,100.0,BOLD:AAE1264.1,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,Neoscona crucifera,pomp.4668,1
OTU1093_suspect_mock_chimera,GS,98.9,BOLD:AAF6768.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4668,14
OTU1340_suspect_mock_chimera,GS,100.0,BOLD:AAO2118.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4668,10
MockIM16_pident=100.0_OTU58,GS,100.0,BOLD:AAA0399.6,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Elophila,Elophila obliteralis,pomp.4669,84
MockIM53_pident=100.0_OTU74,GS,100.0,BOLD:AAA4507.1,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Udea,Udea rubigalis,pomp.4669,108
OTU20_suspect_mock_chimera,GS,100.0,BOLD:AAA2052.4,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,pomp.4669,1242
OTU31_suspect_mock_chimera,GS,100.0,BOLD:AAB7926.5,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cenopis,Cenopis directana,pomp.4669,1793
OTU51_suspect_mock_chimera,GS,99.4,BOLD:AAB0124.2,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cenopis,Cenopis pettitana,pomp.4669,702
OTU161_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,pomp.4669,92
OTU184_suspect_mock_chimera,GS,100.0,BOLD:AAA6261.2,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena,Gretchena amatana,pomp.4669,195
OTU199_suspect_mock_chimera,GS,99.4,BOLD:AAB5616.5,Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Tolype,Tolype velleda,pomp.4669,834
OTU215_suspect_mock_chimera,GS,100.0,BOLD:AAA2279.1,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Nadata,Nadata gibbosa,pomp.4669,40
OTU247_suspect_mock_chimera,GS,99.4,BOLD:AAJ0542.1,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Euryopis,Euryopis funebris,pomp.4669,62
OTU249_suspect_mock_chimera,GS,100.0,BOLD:AAA6614.6,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Psilocorsis,Psilocorsis reflexella,pomp.4669,60
OTU262_suspect_mock_chimera,GS,97.8,BOLD:AAI1345.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,Dicranomyia (Idiopyga) halterella,pomp.4669,78
OTU307_suspect_mock_chimera,GS,98.9,BOLD:AAH3225.3,Animalia,Arthropoda,Insecta,Psocodea,Psocidae,Metylophorus,Metylophorus novaescotiae,pomp.4669,75
OTU338_suspect_mock_chimera,GS,100.0,BOLD:AAP6367.1,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Hemicrepidius,Hemicrepidius brevicollis,pomp.4669,68
OTU345_suspect_mock_chimera,GS,100.0,BOLD:AAZ2409.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4669,96
OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4669,6
OTU372_suspect_mock_chimera,GS,100.0,BOLD:AAC2499.1,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila suzukii,pomp.4669,69
OTU417_suspect_mock_chimera,GS,100.0,BOLD:AAB6200.3,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Zaprionus,Zaprionus indianus,pomp.4669,98
OTU475_suspect_mock_chimera,GS,99.4,BOLD:ACL8650.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma fasciapenne,pomp.4669,75
OTU477,GS,100.0,BOLD:AAN5451.1,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,pomp.4669,24
OTU536_suspect_mock_variant,GS,100.0,BOLD:AAB3917.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Psilocorsis,Psilocorsis quercicella,pomp.4669,2
OTU576_suspect_mock_chimera,GS,100.0,BOLD:ACE5505.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4669,52
OTU628_suspect_mock_chimera,GS,97.2,BOLD:AAG2645.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Ephemeridae,Hexagenia,Hexagenia limbata,pomp.4669,59
OTU679_suspect_mock_chimera,SS,0.0600,BOLD:AAB0221.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4669,54
OTU805_suspect_mock_chimera,GS,98.9,BOLD:ACU4209.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,pomp.4669,30
OTU829_suspect_mock_chimera,SS,0.9000,BOLD:AAH0136.1,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Phyllophaga,Phyllophaga anxia,pomp.4669,116
OTU988_suspect_mock_chimera,GS,100.0,BOLD:AAB0062.3,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula entomophthorae,pomp.4669,11
OTU989_suspect_mock_chimera,US,0.0000,BOLD:ACW3302.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4669,39
OTU1697,US,0.2974,None,Animalia,Chordata,Reptilia,Squamata,NA,NA,NA,pomp.4669,1
OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4669,2
MockIM5_pident=100.0_OTU56,GS,100.0,BOLD:AAA8810.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Aphis,Aphis helianthi,pomp.4670,59
MockIM15_pident=99.4_OTU104,GS,100.0,BOLD:AAD1808.1,Animalia,Arthropoda,Insecta,Diptera,Bombyliidae,Lepidophora,Lepidophora lutea,pomp.4670,35
MockIM16_pident=100.0_OTU58,GS,100.0,BOLD:AAA0399.6,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Elophila,Elophila obliteralis,pomp.4670,138
MockIM52_pident=100.0_OTU84,GS,99.4,BOLD:ABW5589.1,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,NA,NA,pomp.4670,221
OTU167_suspect_mock_chimera,SS,0.5100,BOLD:ACB0787.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4670,32
OTU169_suspect_mock_chimera,GS,98.9,BOLD:AAO3944.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Geranomyia,NA,pomp.4670,41
OTU180_suspect_mock_chimera,US,0.9976,BOLD:AAZ2945.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4670,127
OTU188_suspect_mock_variant,GS,100.0,BOLD:AAA2955.3,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Argyrotaenia,Argyrotaenia ljungiana,pomp.4670,55
OTU236_suspect_mock_chimera,GS,100.0,BOLD:AAN5879.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,pomp.4670,81
OTU238_suspect_mock_chimera,SS,1.0000,BOLD:AAA2383.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4670,13
OTU299_suspect_mock_chimera,GS,100.0,BOLD:AAB4783.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ennomos,Ennomos subsignaria,pomp.4670,79
OTU461_suspect_mock_chimera,GS,100.0,BOLD:AAF9055.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,pomp.4670,25
OTU528_suspect_mock_chimera,GS,97.8,BOLD:AAO8357.1,Animalia,Arthropoda,Insecta,Hemiptera,Delphacidae,Delphacodes,Delphacodes detecta,pomp.4670,64
