OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,SampleID,CountReads
OTU65,GS,100.0,BOLD:AAA1517,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Choristoneura,Choristoneura rosaceana,9152017EGD6,1465
OTU75,GS,99.4,BOLD:AAF4974,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Dipoena,Dipoena nigra,9152017EGD6,1661
OTU76,US,1.0000,BOLD:ACY1454,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,9152017EGD6,144
OTU110,GS,99.4,BOLD:AAJ0542,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Euryopis,Euryopis funebris,9152017EGD6,214
OTU158,GS,100.0,BOLD:AAH3230,Animalia,Arthropoda,Insecta,Psocodea,Psocidae,NA,NA,9152017EGD6,238
OTU195,GS,100.0,BOLD:ABW4424,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,NA,9152017EGD6,511
OTU212,US,1.0000,BOLD:ACE7661,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,9152017EGD6,8
OTU217,GS,99.4,BOLD:AAJ5015,Animalia,Arthropoda,Insecta,Hemiptera,Acanaloniidae,Acanalonia,Acanalonia conica,9152017EGD6,645
OTU260,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EGD6,64
OTU279,US,0.9881,BOLD:AAL9881,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,9152017EGD6,23
OTU516,US,1.0000,BOLD:ACB3344,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,9152017EGD6,303
OTU624,GS,100.0,BOLD:AAP4712,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,NA,NA,9152017EGD6,57
OTU641,GS,100.0,BOLD:AAB4894,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Sitobion,Sitobion avenae,9152017EGD6,41
OTU697,GS,100.0,BOLD:AAM7623,Animalia,Arthropoda,Insecta,Coleoptera,Phalacridae,Acylomus,NA,9152017EGD6,39
OTU830,GS,100.0,BOLD:ABW3665,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,NA,NA,9152017EGD6,230
OTU902,US,0.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,9152017EGD6,13
OTU935,SS,0.0100,BOLD:AAO3940,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Rhipidia,NA,9152017EGD6,11
OTU1097,GS,97.2,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,9152017EGD6,380
OTU1265,SS,0.8300,BOLD:AAF4632,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma solatrix,9152017EGD6,7
OTU1317,SS,0.0100,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,9152017EGD6,6
OTU1656,US,0.9715,BOLD:AAD6798,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EGD6,1
OTU1748,SS,0.6000,BOLD:ACF8409,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EGD6,5
OTU1756,SS,0.9700,BOLD:AAG3848,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex erraticus,9152017EGD6,10
OTU1818,GS,97.9,BOLD:AAF4632,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma solatrix,9152017EGD6,1
OTU1871,SS,0.8500,BOLD:AAG3848,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex erraticus,9152017EGD6,7
OTU2,GS,100.0,BOLD:AAH3225,Animalia,Arthropoda,Insecta,Psocodea,Psocidae,Metylophorus,Metylophorus novaescotiae,9152017EGD7,207
OTU5,GS,99.4,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,9152017EGD7,14842
OTU6,GS,99.4,BOLD:ACZ2169,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,NA,9152017EGD7,2497
OTU13,GS,100.0,BOLD:ABV1771,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,9152017EGD7,551
OTU15,GS,100.0,BOLD:ABZ0908,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma ferruginea,9152017EGD7,611
OTU25,GS,100.0,BOLD:ACF0083,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Tabanus,Tabanus similis,9152017EGD7,4185
OTU78,US,1.0000,BOLD:AAY8864,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EGD7,922
OTU101,US,0.2887,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,9152017EGD7,654
OTU115,GS,100.0,BOLD:AAA4942,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Tetragnatha,Tetragnatha elongata,9152017EGD7,563
OTU129,GS,100.0,BOLD:AAG2647,Animalia,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborus,Chaoborus punctipennis,9152017EGD7,122
OTU209,GS,100.0,BOLD:AAF9019,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EGD7,81
OTU219,GS,100.0,BOLD:AAD1855,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Episimus,Episimus tyrius,9152017EGD7,518
OTU234,GS,98.9,BOLD:AAH7094,Animalia,Arthropoda,Insecta,Neuroptera,Chrysopidae,Ceraeochrysa,Ceraeochrysa lineaticornis,9152017EGD7,294
OTU237,GS,100.0,BOLD:AAA4885,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Macaria,Macaria aemulataria,9152017EGD7,117
OTU293,GS,100.0,BOLD:AAU4100,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Cameraria,Cameraria hamadryadella,9152017EGD7,45
OTU365,GS,99.4,BOLD:AAU8554,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,NA,NA,9152017EGD7,170
OTU369,SS,0.7900,BOLD:ACS7984,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,9152017EGD7,45
OTU373,GS,98.9,BOLD:AAG8953,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,Gyponana amara,9152017EGD7,55
OTU375,GS,100.0,BOLD:AAG2878,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,Gyponana extenda,9152017EGD7,168
OTU388,GS,100.0,BOLD:AAN5315,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,9152017EGD7,7
OTU408,GS,100.0,BOLD:AAA2955,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Argyrotaenia,Argyrotaenia ljungiana,9152017EGD7,279
OTU458,GS,100.0,BOLD:AAB2768,Animalia,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,Philodromus rufus,9152017EGD7,26
OTU487,GS,100.0,BOLD:AAJ9298,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Melanolophia,Melanolophia signataria,9152017EGD7,24
OTU541,US,0.9919,BOLD:AAJ2923,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,9152017EGD7,16
OTU549,GS,100.0,BOLD:AAM8604,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,9152017EGD7,25
OTU550,SS,0.6300,BOLD:AAZ2096,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,9152017EGD7,8
OTU577,GS,100.0,BOLD:AAF4509,Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha,Mompha cephalonthiella,9152017EGD7,75
OTU580,GS,98.3,BOLD:ABZ0908,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma ferruginea,9152017EGD7,73
OTU656,GS,99.4,BOLD:AAZ0144,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,9152017EGD7,205
OTU674,US,0.0000,BOLD:AAG4815,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,9152017EGD7,1
OTU780,GS,100.0,BOLD:AAF2475,Animalia,Arthropoda,Insecta,Lepidoptera,Autostichidae,Sceptea,Sceptea aequepulvella,9152017EGD7,22
OTU846,GS,98.9,BOLD:ACM6663,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Trathala,NA,9152017EGD7,163
OTU1088,GS,98.3,BOLD:AAG2878,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,Gyponana extenda,9152017EGD7,47
OTU1097,GS,97.2,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,9152017EGD7,206
OTU1294,GS,97.2,BOLD:AAG4573,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Tabanus,Tabanus similis,9152017EGD7,55
OTU1317,SS,0.0100,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,9152017EGD7,9
OTU1445,SS,0.4400,BOLD:ABV1417,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EGD7,16
OTU1492,SS,0.7100,BOLD:ACX9497,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,9152017EGD7,30
OTU1628,US,0.3913,None,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,9152017EGD7,28
OTU1684,GS,97.8,BOLD:AAH7094,Animalia,Arthropoda,Insecta,Neuroptera,Chrysopidae,Ceraeochrysa,Ceraeochrysa lineaticornis,9152017EGD7,3
OTU1790,GS,98.3,BOLD:AAZ0144,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,9152017EGD7,1
OTU2,GS,100.0,BOLD:AAH3225,Animalia,Arthropoda,Insecta,Psocodea,Psocidae,Metylophorus,Metylophorus novaescotiae,9152017EGD9,14595
OTU5,GS,99.4,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,9152017EGD9,33703
OTU11,GS,99.4,BOLD:AAG3848,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex erraticus,9152017EGD9,32522
OTU13,GS,100.0,BOLD:ABV1771,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,9152017EGD9,2283
OTU14,GS,99.4,BOLD:AAO3940,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Rhipidia,NA,9152017EGD9,11606
OTU32,GS,99.4,BOLD:AAD0637,Animalia,Arthropoda,Insecta,Trichoptera,Phryganeidae,Ptilostomis,Ptilostomis postica,9152017EGD9,11622
OTU84,GS,97.8,BOLD:ABU5821,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sayi,9152017EGD9,3804
OTU173,GS,99.4,BOLD:ABA7621,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Dolichopeza,Dolichopeza walleyi,9152017EGD9,1146
OTU189,GS,100.0,BOLD:ABV2225,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Caloptilia,NA,9152017EGD9,11
OTU248,SS,0.7900,BOLD:ABX5321,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,NA,NA,9152017EGD9,994
OTU295,GS,97.8,BOLD:AAG3848,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex erraticus,9152017EGD9,124
OTU364,GS,100.0,BOLD:AAF8338,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula furca,9152017EGD9,285
OTU633,US,0.8732,BOLD:ABU5821,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EGD9,126
OTU935,SS,0.0100,BOLD:AAO3940,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Rhipidia,NA,9152017EGD9,18
OTU1097,GS,97.2,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,9152017EGD9,848
OTU1317,SS,0.0100,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,9152017EGD9,102
OTU1740,SS,0.7500,BOLD:ABV1771,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EGD9,3
OTU1756,SS,0.9700,BOLD:AAG3848,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex erraticus,9152017EGD9,124
OTU1871,SS,0.8500,BOLD:AAG3848,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex erraticus,9152017EGD9,34
OTU1,US,0.0026,BOLD:AAD6798,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EGD10,180
OTU2,GS,100.0,BOLD:AAH3225,Animalia,Arthropoda,Insecta,Psocodea,Psocidae,Metylophorus,Metylophorus novaescotiae,9152017EGD10,1082
OTU5,GS,99.4,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,9152017EGD10,17946
OTU14,GS,99.4,BOLD:AAO3940,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Rhipidia,NA,9152017EGD10,11337
OTU15,GS,100.0,BOLD:ABZ0908,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma ferruginea,9152017EGD10,266
OTU52,GS,100.0,BOLD:AAG4399,Animalia,Arthropoda,Insecta,Hemiptera,Flatidae,Metcalfa,Metcalfa pruinosa,9152017EGD10,289
OTU78,US,1.0000,BOLD:AAY8864,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EGD10,63
OTU84,GS,97.8,BOLD:ABU5821,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula sayi,9152017EGD10,1379
OTU184,GS,100.0,BOLD:ACA7947,Animalia,Arthropoda,Insecta,Diptera,Muscidae,Phaonia,NA,9152017EGD10,4818
OTU248,SS,0.7900,BOLD:ABX5321,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,NA,NA,9152017EGD10,681
OTU260,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EGD10,28
OTU279,US,0.9881,BOLD:AAL9881,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,9152017EGD10,15
OTU293,GS,100.0,BOLD:AAU4100,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Cameraria,Cameraria hamadryadella,9152017EGD10,11
OTU317,GS,99.4,BOLD:ACA8818,Animalia,Arthropoda,Insecta,Hemiptera,Derbidae,Patara,Patara vanduzeei,9152017EGD10,8
OTU331,GS,100.0,BOLD:AAB7933,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,Eustala anastera,9152017EGD10,44
OTU333,GS,100.0,BOLD:AAD7490,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Brachymyrmex,Brachymyrmex depilis,9152017EGD10,80
OTU364,GS,100.0,BOLD:AAF8338,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula furca,9152017EGD10,434
OTU392,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EGD10,80
OTU489,GS,100.0,BOLD:ABX9225,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Rhipidia,NA,9152017EGD10,12
OTU520,US,0.3081,BOLD:ACA6588,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,9152017EGD10,120
OTU527,GS,100.0,BOLD:ABX0334,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Tropidosteptes,Tropidosteptes amoenus,9152017EGD10,59
OTU580,GS,98.3,BOLD:ABZ0908,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma ferruginea,9152017EGD10,39
OTU715,SS,0.7100,BOLD:ABZ0908,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EGD10,42
OTU844,GS,100.0,BOLD:AAH5546,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Frumenta,Frumenta nundinella,9152017EGD10,1
OTU851,GS,100.0,BOLD:AAG4728,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Monobia,Monobia quadridens,9152017EGD10,153
OTU907,SS,0.0100,BOLD:AAO3940,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Rhipidia,NA,9152017EGD10,9
OTU935,SS,0.0100,BOLD:AAO3940,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Rhipidia,NA,9152017EGD10,18
OTU1072,SS,0.5400,BOLD:ABV9238,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EGD10,3
OTU1097,GS,97.2,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,9152017EGD10,602
OTU1179,US,0.2887,BOLD:AAL7748,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EGD10,67
OTU1317,SS,0.0100,BOLD:AAN5451,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,9152017EGD10,4
OTU1346,GS,100.0,BOLD:AAB6200,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Zaprionus,Zaprionus indianus,9152017EGD10,57
OTU1450,SS,0.4900,BOLD:AAM6128,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EGD10,28
OTU1514,SS,0.7500,BOLD:ABX5321,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EGD10,13
OTU1576,GS,97.8,BOLD:AAN5881,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,9152017EGD10,5
OTU1748,SS,0.6000,BOLD:ACF8409,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EGD10,1
OTU1756,SS,0.9700,BOLD:AAG3848,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex erraticus,9152017EGD10,1
OTU1818,GS,97.9,BOLD:AAF4632,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma solatrix,9152017EGD10,1
OTU1871,SS,0.8500,BOLD:AAG3848,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex erraticus,9152017EGD10,7
OTU1882,SS,0.1800,BOLD:ACN0347,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EGD10,1
OTU7,GS,100.0,BOLD:AAF4632,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma solatrix,9152017EgnerB1,1291
OTU9,US,0.7924,BOLD:AAG8502,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,9152017EgnerB1,36471
OTU15,GS,100.0,BOLD:ABZ0908,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma ferruginea,9152017EgnerB1,30004
OTU57,GS,100.0,BOLD:AAI1618,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Coquillettidia,Coquillettidia perturbans,9152017EgnerB1,88
OTU67,GS,100.0,BOLD:AAO3948,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma macrocera,9152017EgnerB1,80
OTU93,GS,99.4,BOLD:AAM4329,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex,Cimex adjunctus,9152017EgnerB1,86
OTU122,GS,99.4,BOLD:AAC5568,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gypsonoma,Gypsonoma salicicolana,9152017EgnerB1,39
OTU158,GS,100.0,BOLD:AAH3230,Animalia,Arthropoda,Insecta,Psocodea,Psocidae,NA,NA,9152017EgnerB1,65
OTU159,US,1.0000,BOLD:ACG2017,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,9152017EgnerB1,88
OTU201,GS,100.0,BOLD:AAG0906,Animalia,Arthropoda,Insecta,Neuroptera,Hemerobiidae,Micromus,Micromus posticus,9152017EgnerB1,52
OTU202,US,0.9967,BOLD:ACF8271,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,9152017EgnerB1,47
OTU212,US,1.0000,BOLD:ACE7661,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,9152017EgnerB1,8
OTU295,GS,97.8,BOLD:AAG3848,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex erraticus,9152017EgnerB1,200
OTU451,US,1.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,9152017EgnerB1,5
OTU466,SS,0.1600,BOLD:AAI3871,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,9152017EgnerB1,8
OTU476,US,0.0000,BOLD:AAU6512,Animalia,Arthropoda,Insecta,Neuroptera,NA,NA,NA,9152017EgnerB1,2
OTU509,GS,100.0,BOLD:AAB8437,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Actia,Actia interrupta,9152017EgnerB1,11
OTU516,US,1.0000,BOLD:ACB3344,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,9152017EgnerB1,2
OTU549,GS,100.0,BOLD:AAM8604,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,9152017EgnerB1,10
OTU580,GS,98.3,BOLD:ABZ0908,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma ferruginea,9152017EgnerB1,124
OTU628,US,0.2061,BOLD:AAZ4432,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,9152017EgnerB1,104
OTU649,GS,99.4,BOLD:ACB4833,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,NA,NA,9152017EgnerB1,5
OTU661,SS,0.2700,BOLD:ABV9305,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EgnerB1,1
OTU686,US,0.9919,BOLD:ACT2785,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,9152017EgnerB1,4
OTU707,GS,100.0,BOLD:ACA3244,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum convictum,9152017EgnerB1,5
OTU715,SS,0.7100,BOLD:ABZ0908,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EgnerB1,4996
OTU724,GS,97.8,BOLD:ACL2801,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EgnerB1,29
OTU756,GS,100.0,BOLD:ABY9006,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Pemphigus,NA,9152017EgnerB1,19
OTU798,SS,0.6000,BOLD:AAO3940,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EgnerB1,458
OTU1048,US,0.0000,BOLD:AAY5963,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,9152017EgnerB1,3
OTU1116,SS,0.5000,BOLD:ABZ0908,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EgnerB1,113
OTU1168,GS,100.0,BOLD:AAP5092,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EgnerB1,48
OTU1170,US,0.0000,BOLD:ACT8457,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,9152017EgnerB1,3
OTU1171,US,0.3056,BOLD:ABA0080,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EgnerB1,21
OTU1210,GS,97.2,BOLD:AAF4632,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma solatrix,9152017EgnerB1,67
OTU1265,SS,0.8300,BOLD:AAF4632,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma solatrix,9152017EgnerB1,3
OTU1318,SS,0.7500,BOLD:ABV9403,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,9152017EgnerB1,2
OTU1353,SS,0.1100,BOLD:ABU9995,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EgnerB1,582
OTU1403,SS,0.3600,BOLD:ACV0130,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EgnerB1,10
OTU1411,SS,0.4100,BOLD:ACF8666,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EgnerB1,805
OTU1447,SS,0.9500,BOLD:ABZ0908,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma ferruginea,9152017EgnerB1,517
OTU1513,GS,97.8,BOLD:ACL2801,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma macrocera,9152017EgnerB1,33
OTU1529,GS,99.4,BOLD:AAH4490,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,Phyllonorycter argentinotella,9152017EgnerB1,2
OTU1532,US,0.0000,BOLD:AAL9057,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EgnerB1,21
OTU1683,SS,0.8400,BOLD:AAF4632,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma solatrix,9152017EgnerB1,8
OTU1774,SS,0.0800,BOLD:ABU9995,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EgnerB1,399
OTU1797,SS,0.6300,BOLD:ABX6186,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EgnerB1,3
OTU1829,US,0.9925,BOLD:ACX7926,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,9152017EgnerB1,2
OTU1834,SS,0.7400,BOLD:AAF4632,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EgnerB1,70
OTU1871,SS,0.8500,BOLD:AAG3848,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex erraticus,9152017EgnerB1,7
OTU1897,US,0.0000,BOLD:AAG1359,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EgnerB1,8
OTU1910,SS,0.8700,BOLD:ABZ0908,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma ferruginea,9152017EgnerB1,1
OTU1,US,0.0026,BOLD:AAD6798,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9152017EgnerB2,1281
OTU7,GS,100.0,BOLD:AAF4632,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma solatrix,9152017EgnerB2,320
OTU14,GS,99.4,BOLD:AAO3940,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Rhipidia,NA,9152017EgnerB2,2404
OTU25,GS,100.0,BOLD:ACF0083,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Tabanus,Tabanus similis,9152017EgnerB2,7670
OTU50,GS,100.0,BOLD:ABX3738,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Ponana,Ponana puncticollis,9152017EgnerB2,27964
OTU52,GS,100.0,BOLD:AAG4399,Animalia,Arthropoda,Insecta,Hemiptera,Flatidae,Metcalfa,Metcalfa pruinosa,9152017EgnerB2,17394
OTU57,GS,100.0,BOLD:AAI1618,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Coquillettidia,Coquillettidia perturbans,9152017EgnerB2,951
OTU89,GS,98.3,BOLD:ABW2415,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma okefenoke,9152017EgnerB2,77
OTU101,US,0.2887,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,9152017EgnerB2,163
OTU146,GS,99.4,BOLD:ABV9238,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Gonomyia,NA,9152017EgnerB2,104
OTU153,GS,100.0,BOLD:AAN8186,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,9152017EgnerB2,2470
OTU259,US,0.9963,BOLD:AAL6280,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,9152017EgnerB2,49
